student_id,attendance,quiz_avg,assignment_avg,midterm_score,project_score,study_hours_per_week,participation_score,final_score,degree_category
726,93.67,43.43,61.05,95.36,50.01,27.5,36.28,64.37,Acceptable
727,65.59,68.02,48.48,39.02,95.75,11.9,53.62,63.53,Acceptable
728,91.81,94.82,57.1,41.0,92.19,8.4,36.28,69.17,Good
729,68.07,84.77,58.07,45.58,87.11,10.8,97.31,64.36,Acceptable
730,66.55,73.84,70.66,73.69,58.39,37.3,86.51,72.45,Good
731,66.57,56.84,84.61,44.78,56.02,33.8,62.17,63.45,Acceptable
732,92.58,74.31,70.11,97.92,53.38,17.4,45.65,75.97,Very Good
733,86.61,68.99,48.07,64.04,86.2,28.0,95.34,65.05,Good
734,80.92,63.43,95.76,67.6,96.44,23.8,54.12,81.65,Very Good
735,74.35,47.19,94.96,51.03,71.53,28.7,41.27,64.51,Acceptable
736,95.09,88.76,86.62,65.61,55.96,28.9,69.42,73.75,Good
737,75.7,64.74,97.54,78.02,75.62,27.0,96.06,87.51,Excellent
738,92.66,50.7,73.86,83.83,67.44,14.3,30.27,70.3,Good
739,77.57,60.23,96.03,84.0,68.74,6.4,46.67,72.71,Good
740,75.08,62.78,49.01,72.56,81.07,20.9,95.69,61.87,Acceptable
741,78.51,85.51,64.38,93.78,85.94,36.2,41.98,84.98,Very Good
742,72.06,80.35,56.95,88.13,55.53,24.9,37.93,64.76,Acceptable
743,89.9,82.31,55.38,84.21,51.78,34.1,69.91,68.57,Good
744,80.11,40.61,52.46,38.61,99.72,39.7,90.33,62.68,Acceptable
745,69.29,62.89,77.99,35.45,61.64,10.7,63.4,61.91,Acceptable
746,95.98,66.47,86.41,48.81,52.69,29.2,99.62,70.54,Good
747,75.36,41.06,75.65,78.13,59.49,28.6,77.54,67.23,Good
748,81.74,54.29,52.79,61.73,51.95,39.3,35.19,60.29,Acceptable
749,96.26,81.82,87.99,61.16,69.59,39.5,99.5,76.81,Very Good
750,84.97,47.54,78.71,92.5,90.12,29.0,58.55,79.49,Very Good
751,64.68,69.44,65.57,93.21,67.06,13.5,50.12,71.13,Good
752,97.59,51.84,80.73,94.1,72.21,32.9,69.05,82.12,Very Good
753,85.11,40.67,58.77,55.4,83.78,8.7,51.3,63.53,Acceptable
754,73.4,53.27,63.3,79.92,75.44,32.3,36.05,70.38,Good
755,65.57,93.67,93.63,52.66,93.07,36.9,30.1,76.14,Very Good
756,91.76,84.08,60.4,47.39,93.3,18.4,61.47,71.97,Good
757,84.8,92.78,69.91,47.0,50.5,27.1,88.58,65.77,Good
758,81.34,66.83,92.18,57.24,88.9,20.1,70.06,71.45,Good
759,95.76,46.04,82.51,62.95,73.04,20.3,99.94,69.65,Good
760,91.54,70.14,48.3,89.01,99.44,15.9,50.08,76.22,Very Good
761,66.07,64.99,52.81,42.79,74.16,31.7,49.63,61.62,Acceptable
762,72.47,86.44,45.42,82.77,99.34,37.8,41.18,76.09,Very Good
763,69.94,45.39,78.44,69.54,87.73,37.9,41.48,67.61,Good
764,89.76,66.85,68.73,53.72,62.43,11.1,49.96,62.72,Acceptable
765,61.34,48.25,52.12,67.03,76.92,35.6,85.5,65.0,Good
766,82.8,57.86,95.77,54.5,99.61,30.8,93.4,78.74,Very Good
767,90.5,80.55,73.07,73.75,92.88,13.8,98.26,82.16,Very Good
768,95.07,66.18,57.82,63.2,54.87,7.4,46.26,64.06,Acceptable
769,73.68,60.67,71.53,45.69,85.32,14.4,91.69,63.86,Acceptable
770,92.85,61.7,81.02,42.58,67.28,36.9,52.98,64.26,Acceptable
771,64.43,65.27,49.04,70.54,50.35,27.2,37.9,55.91,Acceptable
772,93.86,83.18,59.56,93.66,70.17,30.2,90.9,81.64,Very Good
773,65.1,89.06,87.77,57.36,61.74,14.0,74.53,73.93,Good
774,75.89,92.54,69.36,82.65,90.94,30.2,41.53,79.1,Very Good
775,91.89,83.28,73.97,77.81,66.87,6.0,60.09,72.33,Good
776,66.0,57.35,67.94,95.55,91.38,18.1,50.11,80.13,Very Good
777,69.17,77.85,47.33,88.36,50.03,26.9,81.58,69.12,Good
778,88.89,64.07,53.78,71.83,65.39,10.1,61.74,65.95,Good
779,88.8,54.01,68.61,77.71,62.06,33.8,99.25,68.16,Good
780,85.65,86.25,56.09,93.4,61.68,13.2,33.83,73.78,Good
781,87.76,42.11,47.65,60.97,53.41,27.8,54.85,53.98,Acceptable
782,81.71,89.6,89.71,56.24,59.36,19.2,63.73,67.67,Good
783,70.07,65.38,97.0,35.7,77.78,25.9,65.22,66.15,Good
784,73.83,75.05,87.04,88.73,64.57,8.8,52.12,73.09,Good
785,67.26,76.26,90.25,87.06,70.87,5.6,81.05,76.24,Very Good
786,96.34,89.23,57.82,41.79,68.84,36.8,91.23,63.64,Acceptable
787,83.34,75.02,95.91,72.5,93.8,14.4,95.71,85.12,Excellent
788,76.03,73.77,55.44,65.16,95.26,33.7,86.36,77.01,Very Good
789,78.48,43.67,95.43,42.72,74.65,40.0,89.54,62.72,Acceptable
790,97.89,68.51,97.73,98.74,66.51,12.4,68.54,85.51,Excellent
791,66.13,48.26,82.72,48.96,55.34,14.3,87.81,57.45,Acceptable
792,83.45,80.56,97.0,39.37,97.67,28.2,51.25,77.86,Very Good
793,80.24,68.17,75.19,73.67,53.01,38.8,57.89,69.84,Good
794,84.46,77.41,58.76,83.03,64.88,37.1,52.18,72.87,Good
795,60.72,42.29,68.16,37.11,64.9,22.6,62.72,53.71,Acceptable
796,94.88,44.66,76.46,77.82,66.02,32.8,49.99,74.38,Good
797,97.28,79.4,48.87,69.6,58.21,9.8,97.31,62.82,Acceptable
798,82.61,43.96,77.98,41.71,89.16,39.2,51.9,68.03,Good
799,87.87,43.92,97.0,46.21,56.12,38.8,36.86,67.54,Good
800,96.9,40.67,55.08,71.92,81.75,10.7,66.88,67.97,Good
801,88.29,92.61,87.01,54.26,56.19,15.5,34.0,75.53,Very Good
802,66.1,80.56,93.12,95.99,53.53,8.5,37.74,73.38,Good
803,83.05,59.43,95.02,88.22,95.47,14.5,45.36,84.33,Very Good
804,84.27,56.31,95.89,98.93,59.51,33.6,62.5,79.69,Very Good
805,76.97,59.23,72.64,51.88,91.06,18.2,60.33,71.29,Good
806,89.46,82.61,96.8,98.03,77.23,8.1,85.98,85.94,Excellent
807,97.37,76.38,85.14,63.03,53.89,17.0,81.76,69.8,Good
808,97.02,50.19,53.57,57.59,97.77,39.3,59.84,73.72,Good
809,78.03,49.58,70.28,38.27,62.35,27.0,53.36,55.91,Acceptable
810,64.53,45.41,83.07,38.43,92.98,19.6,52.15,58.9,Acceptable
811,99.39,76.32,58.11,79.98,58.44,10.8,84.18,68.7,Good
812,93.56,82.04,78.95,64.77,92.7,39.5,33.65,80.66,Very Good
813,64.99,54.58,80.33,49.72,50.66,33.7,30.9,63.25,Acceptable
814,96.83,41.15,53.62,74.91,75.59,14.9,85.69,66.9,Good
815,94.8,44.52,74.95,51.44,88.47,7.5,63.4,69.76,Good
816,80.75,93.23,85.9,72.55,96.74,7.0,39.16,75.48,Very Good
817,83.65,56.25,71.44,58.35,95.46,9.2,46.49,66.92,Good
818,75.96,82.31,45.64,88.53,90.98,25.3,95.28,76.46,Very Good
819,62.19,74.36,45.48,88.35,94.41,37.5,90.17,76.29,Very Good
820,73.41,61.01,63.92,66.03,59.96,22.4,79.68,64.81,Acceptable
821,92.11,51.31,94.09,57.8,64.21,34.5,63.76,72.59,Good
822,60.19,46.68,57.12,58.57,64.45,20.6,66.42,56.54,Acceptable
823,73.34,73.83,78.62,87.37,68.85,29.8,98.27,78.8,Very Good
824,75.93,82.6,56.77,56.33,69.67,30.6,97.6,67.93,Good
825,81.5,75.41,62.05,48.59,77.23,11.1,45.07,60.33,Acceptable
826,96.79,69.17,89.95,40.5,57.99,17.6,86.78,65.97,Good
827,73.85,42.31,83.63,65.34,84.56,27.3,43.81,68.88,Good
828,73.88,93.27,50.06,66.34,58.38,7.5,44.95,62.34,Acceptable
829,89.5,83.93,67.72,89.66,65.52,17.7,77.33,76.77,Very Good
830,78.09,56.11,46.55,49.38,75.17,23.7,58.35,59.02,Acceptable
831,68.98,93.9,70.49,59.76,89.82,39.9,95.21,76.43,Very Good
832,78.1,73.1,80.11,87.55,86.97,21.6,36.23,82.41,Very Good
833,65.63,72.03,51.28,88.54,82.28,33.6,65.81,70.19,Good
834,67.06,81.14,60.31,60.0,57.79,20.1,94.3,62.56,Acceptable
835,79.93,84.65,66.09,64.84,77.35,32.9,93.29,82.7,Very Good
836,76.76,76.11,93.74,54.71,54.37,25.8,40.96,64.56,Acceptable
837,96.59,47.05,97.64,95.62,68.87,36.0,55.66,77.15,Very Good
838,74.5,58.6,47.38,42.71,70.68,19.4,73.34,58.82,Acceptable
839,83.22,91.04,85.33,95.69,51.99,26.2,41.16,72.46,Good
840,85.29,52.35,64.7,79.45,63.7,27.1,97.76,69.49,Good
841,60.52,60.47,65.8,69.55,97.78,19.6,94.03,78.82,Very Good
842,86.54,63.76,84.98,37.12,97.68,10.1,41.69,62.74,Acceptable
843,67.12,64.17,93.68,65.91,67.62,8.3,38.48,62.09,Acceptable
844,98.44,73.71,95.4,61.5,52.16,5.6,35.98,63.79,Acceptable
845,65.95,91.87,75.59,45.48,58.95,35.6,93.66,70.48,Good
846,76.58,53.24,63.93,77.67,69.61,13.3,43.55,68.98,Good
847,63.41,46.68,86.74,98.12,97.39,12.4,59.14,77.67,Very Good
848,99.87,50.86,58.3,71.54,57.06,30.8,61.42,67.54,Good
849,80.09,88.78,74.9,81.46,88.18,16.2,71.93,84.1,Very Good
850,83.82,75.52,64.0,39.45,55.43,22.7,35.02,63.41,Acceptable
851,62.68,55.72,79.8,62.15,99.06,10.7,45.87,68.83,Good
852,90.0,84.88,57.74,42.56,69.08,38.6,95.2,60.42,Acceptable
853,68.4,87.38,55.15,74.83,88.76,34.8,93.59,74.0,Good
854,95.92,86.56,93.67,96.0,67.13,35.2,84.69,86.09,Excellent
855,68.21,90.54,50.4,78.02,81.38,19.2,31.36,69.46,Good
856,67.63,53.87,71.82,39.99,59.6,31.7,52.89,57.17,Acceptable
857,61.46,81.53,56.71,58.05,57.3,10.0,73.96,64.0,Acceptable
858,78.88,65.33,47.06,70.79,96.9,5.3,49.26,71.13,Good
859,82.59,86.31,46.91,61.21,95.88,5.7,93.67,69.95,Good
860,62.63,80.07,54.29,89.19,94.37,25.5,74.37,80.51,Very Good
861,91.02,82.7,90.94,87.95,81.27,20.9,35.03,83.38,Very Good
862,78.13,76.09,59.97,74.77,90.41,23.1,93.63,75.76,Very Good
863,80.98,49.76,95.37,59.27,53.45,5.3,97.04,68.37,Good
864,77.63,69.98,75.83,51.6,66.74,19.8,35.44,64.13,Acceptable
865,76.03,94.16,68.14,41.88,65.69,30.1,67.27,72.27,Good
866,82.39,91.56,75.74,58.07,81.78,20.5,51.24,68.8,Good
867,66.21,42.37,72.39,61.86,67.8,30.6,57.5,61.64,Acceptable
868,67.28,49.06,85.22,78.93,57.43,13.2,42.58,65.74,Good
869,94.47,47.25,59.97,77.78,79.82,33.5,70.47,72.96,Good
870,97.84,79.93,63.71,39.56,90.72,25.6,97.06,74.41,Good
871,74.93,84.98,92.39,60.69,69.11,12.4,65.22,72.45,Good
872,70.83,51.74,95.16,46.82,56.61,13.3,35.8,56.09,Acceptable
873,85.76,67.82,92.31,45.19,59.83,27.0,73.4,70.05,Good
874,76.35,86.24,67.23,88.77,61.87,34.0,53.82,77.8,Very Good
875,61.02,80.3,86.36,37.72,64.99,19.5,89.91,58.96,Acceptable
876,66.25,69.82,70.25,62.25,82.14,14.0,60.43,67.9,Good
877,88.64,72.47,71.37,45.93,80.05,35.3,43.5,63.32,Acceptable
878,86.36,67.96,55.85,92.16,84.8,28.4,43.38,73.73,Good
879,61.08,56.37,76.33,71.21,68.13,20.7,83.81,65.32,Good
880,68.88,71.08,54.87,50.04,91.2,22.1,48.59,66.89,Good
881,69.24,77.89,62.57,67.66,60.2,12.1,83.71,66.13,Good
882,86.88,88.03,90.32,82.55,73.45,26.9,44.41,77.01,Very Good
883,60.79,75.0,55.98,97.28,90.05,17.6,52.52,78.31,Very Good
884,64.16,81.86,48.77,49.33,59.01,39.8,62.58,56.39,Acceptable
885,92.0,48.8,48.66,92.6,55.49,21.8,96.02,69.02,Good
886,67.14,65.39,94.86,95.73,94.18,22.0,95.22,83.33,Very Good
887,86.11,40.51,71.87,94.57,67.15,24.8,44.48,70.36,Good
888,69.53,53.57,66.7,76.3,84.19,37.1,55.08,73.14,Good
889,63.98,79.96,87.98,75.94,51.27,33.0,40.46,72.94,Good
890,69.73,94.55,89.3,61.21,84.5,20.8,65.7,81.11,Very Good
891,88.89,45.45,62.61,83.91,65.81,30.2,62.24,69.0,Good
892,94.23,62.08,81.76,69.53,52.79,25.5,93.05,71.79,Good
893,93.21,84.0,85.87,79.03,80.49,22.2,95.1,81.17,Very Good
894,75.89,51.22,79.7,62.85,62.04,11.7,56.85,64.19,Acceptable
895,86.72,70.53,53.03,82.55,69.34,21.2,64.42,71.56,Good
896,68.2,80.32,91.42,88.59,54.03,13.6,92.74,76.15,Very Good
897,71.73,73.88,73.57,44.52,57.36,37.0,86.47,59.11,Acceptable
898,95.85,50.34,59.97,89.14,64.9,16.7,30.26,69.0,Good
899,60.52,59.55,67.54,70.12,54.49,38.3,52.4,65.42,Good
900,63.42,83.11,46.99,89.9,95.54,23.7,59.52,73.68,Good
901,68.32,70.48,51.78,63.03,50.3,27.1,46.08,55.42,Acceptable
902,61.06,40.29,85.57,59.64,74.19,24.0,43.97,68.64,Good
903,67.26,81.85,45.0,94.48,56.16,9.5,32.64,67.15,Good
904,83.32,41.94,67.08,51.33,65.38,18.2,75.04,59.28,Acceptable
905,76.86,81.02,72.69,89.87,96.3,8.5,48.38,76.17,Very Good
906,95.71,51.14,47.9,66.46,58.08,26.8,33.66,57.62,Acceptable
907,92.7,92.69,96.57,68.42,98.29,20.6,46.17,88.05,Excellent
908,73.67,60.24,56.98,55.05,60.29,32.2,86.13,62.37,Acceptable
909,70.38,57.98,61.12,72.25,87.08,12.7,89.6,67.85,Good
910,75.19,48.19,61.11,56.14,77.33,10.8,63.81,62.54,Acceptable
911,83.61,56.81,57.21,37.55,94.22,19.2,59.12,59.47,Acceptable
912,70.72,88.22,45.08,52.68,77.7,37.4,98.45,72.13,Good
913,84.97,94.8,83.66,35.41,76.73,29.9,44.04,73.64,Good
914,76.38,60.26,96.24,98.59,59.77,19.7,45.08,75.84,Very Good
915,82.08,64.67,56.89,97.77,58.31,23.1,50.43,68.92,Good
916,77.45,79.71,80.14,60.69,95.82,7.9,42.09,65.31,Good
917,71.78,88.74,84.32,82.34,66.39,39.5,56.56,74.53,Good
918,97.94,72.62,89.97,57.48,68.6,28.3,93.76,70.98,Good
919,90.54,61.53,67.4,78.62,87.99,15.0,73.07,74.95,Good
920,65.6,62.69,61.06,87.35,66.94,25.5,58.84,68.55,Good
921,94.74,78.26,62.24,96.54,97.6,8.8,95.41,79.15,Very Good
922,79.5,40.18,82.77,61.01,86.9,38.8,33.39,68.84,Good
923,95.78,74.08,88.29,85.91,79.87,11.1,44.72,80.94,Very Good
924,91.99,59.55,54.63,52.29,94.04,27.7,69.61,69.46,Good
925,77.01,83.68,64.66,99.37,52.48,13.6,73.09,68.18,Good
926,60.9,45.11,92.8,36.68,62.85,30.1,32.77,58.17,Acceptable
927,70.75,72.35,87.75,74.23,73.25,32.2,58.21,71.47,Good
928,81.67,66.45,97.2,77.87,61.35,28.6,75.44,79.36,Very Good
929,85.34,75.33,84.98,79.72,87.2,26.5,78.86,83.81,Very Good
930,70.32,43.57,65.84,42.83,95.96,36.2,74.67,62.2,Acceptable
931,65.57,71.9,76.3,96.0,71.19,7.8,52.44,72.13,Good
932,93.4,70.88,80.03,46.78,67.11,16.6,36.55,63.61,Acceptable
933,99.38,70.84,49.16,75.48,98.08,13.7,59.9,66.83,Good
934,81.03,73.19,73.86,49.47,72.24,39.6,39.01,68.58,Good
935,66.87,77.21,82.59,54.97,74.45,18.6,96.33,69.75,Good
936,70.89,84.27,53.87,70.52,67.58,30.6,63.26,71.55,Good
937,60.74,54.84,86.37,62.12,95.48,29.0,52.21,69.14,Good
938,96.57,85.38,75.94,45.41,78.45,12.4,83.64,68.57,Good
939,64.71,67.4,95.47,46.11,88.11,13.4,64.86,65.22,Good
940,83.06,44.24,47.25,62.18,90.59,14.8,51.7,59.48,Acceptable
941,70.96,43.22,59.06,84.22,67.09,19.4,86.84,63.09,Acceptable
942,82.17,58.38,76.88,93.37,71.68,13.2,90.7,79.2,Very Good
943,86.06,83.17,60.72,40.47,92.42,5.7,77.11,64.3,Acceptable
944,93.19,78.92,82.86,60.55,68.16,35.8,33.29,73.01,Good
945,68.26,83.37,85.23,41.52,89.7,38.8,69.64,71.88,Good
946,60.44,68.45,50.43,36.08,97.05,17.0,83.43,57.31,Acceptable
947,65.48,64.21,72.23,78.01,81.16,16.8,39.56,69.94,Good
948,96.0,48.11,71.97,74.16,87.08,5.2,46.01,71.92,Good
949,94.96,58.05,64.57,45.6,90.25,28.8,91.77,65.13,Good
950,83.9,63.87,94.45,50.2,92.25,33.9,31.41,76.09,Very Good
951,84.02,44.87,88.86,36.54,69.75,10.1,82.69,58.84,Acceptable
952,86.6,52.13,81.95,89.27,52.56,10.6,63.16,68.73,Good
953,67.01,72.9,82.86,98.35,70.09,32.7,61.27,81.55,Very Good
954,96.58,80.46,69.47,43.8,83.69,26.6,30.5,66.17,Good
955,76.75,94.91,93.81,50.05,72.52,6.6,87.36,72.99,Good
956,75.33,91.32,81.81,91.45,87.45,26.8,55.19,83.11,Very Good
957,80.76,75.34,83.64,95.22,67.85,15.8,67.85,79.24,Very Good
958,61.88,63.17,90.67,62.28,81.74,17.9,77.41,64.68,Acceptable
959,66.65,74.99,59.53,38.29,59.32,31.9,79.18,53.72,Acceptable
960,89.52,83.21,87.77,37.56,87.47,33.4,96.92,76.74,Very Good
961,63.31,46.51,55.35,72.31,77.28,19.0,67.19,66.76,Good
962,84.13,62.54,63.3,60.54,60.2,38.2,57.98,62.57,Acceptable
963,69.81,86.19,62.79,36.86,64.6,19.2,96.76,61.11,Acceptable
964,75.57,61.11,96.86,72.91,87.43,32.0,74.95,80.44,Very Good
965,71.55,71.45,90.4,35.73,74.13,21.9,50.87,67.08,Good
966,74.23,72.33,82.16,86.18,60.8,36.4,38.85,68.82,Good
967,88.76,50.15,83.53,54.92,98.36,36.8,88.98,72.89,Good
968,71.88,59.92,74.79,37.62,85.76,8.1,55.35,60.47,Acceptable
969,82.66,58.4,95.2,73.24,97.86,37.8,76.23,84.59,Very Good
970,79.04,41.44,71.3,60.85,71.36,33.9,62.96,72.74,Good
971,86.55,41.33,65.17,98.3,73.76,32.7,43.93,72.81,Good
972,97.47,85.74,53.64,70.37,94.9,12.0,72.12,70.8,Good
973,89.3,55.02,86.67,52.89,76.25,33.2,34.25,70.06,Good
974,68.6,68.49,83.93,81.11,85.36,34.8,58.93,82.52,Very Good
975,61.25,56.43,65.37,52.65,62.61,15.1,68.26,58.97,Acceptable
976,70.49,91.74,46.34,93.78,72.34,38.3,60.52,73.09,Good
977,83.8,54.26,89.47,59.36,56.17,6.7,82.41,68.32,Good
978,62.06,63.63,45.61,70.74,60.3,10.2,87.95,62.29,Acceptable
979,79.85,88.0,82.3,38.29,50.05,23.8,83.99,61.32,Acceptable
980,83.87,86.31,96.42,62.7,51.96,25.2,32.72,72.61,Good
981,73.37,50.24,68.2,89.1,98.86,27.6,43.59,79.18,Very Good
982,90.84,84.15,57.45,87.37,62.12,5.6,67.56,75.08,Very Good
983,64.26,65.2,82.36,49.58,83.17,38.6,95.44,71.11,Good
984,63.01,66.56,88.31,49.7,91.95,6.6,88.45,68.93,Good
985,89.13,47.34,73.96,88.12,77.53,10.0,88.98,77.73,Very Good
986,79.82,44.43,96.25,95.48,57.66,5.5,51.22,68.91,Good
987,87.54,80.04,47.74,41.2,86.41,24.8,60.06,65.31,Good
988,77.39,67.31,71.75,64.25,80.01,37.6,62.95,67.99,Good
989,69.86,64.03,83.08,56.93,86.56,28.3,41.02,73.54,Good
990,92.76,80.12,90.72,91.59,88.49,33.8,32.17,85.09,Excellent
991,91.98,82.1,54.5,40.43,98.77,5.5,96.28,71.58,Good
992,87.79,48.74,87.4,48.72,78.68,24.0,46.85,68.3,Good
993,70.89,73.56,74.29,83.91,67.08,21.1,46.8,68.68,Good
994,83.61,47.44,66.02,38.33,82.42,22.5,35.84,63.62,Acceptable
995,74.44,81.33,51.98,67.01,53.42,7.5,95.0,67.82,Good
996,63.66,76.13,90.86,63.74,94.87,29.0,70.58,80.66,Very Good
997,96.69,92.61,53.34,56.74,55.97,22.6,76.69,63.98,Acceptable
998,65.47,43.79,61.42,60.65,66.39,31.8,93.81,61.59,Acceptable
999,98.01,43.14,60.37,69.45,90.79,22.0,54.19,69.76,Good
1000,77.84,55.52,91.18,45.49,79.87,10.2,73.51,64.54,Acceptable
